coherence,consistency,fluency,relevance,id,model_id,annotator,reference_summary,generated_summary,direction,rouge1,rougel,bertscore_P,bertscore_R,bertscore_F1,bartscore,moverscore,menli,idx,DiscoScore_F,DiscoScore_S,MENLI_W0.8,MENLI_W0.2,MENLI_W0.3,sum
2.5,3.0,3.0,3.0,117.0,10,1,"A soldier has been discharged from the king's service because of his wounds. The soldier leaves the castle and, as night falls, he requires somewhere to stay. Encountering the home of a witch, he asks her for lodging. The witch agrees on condition that he spade her garden the next day. This takes so long that he must stay another night, and in return she asks him to chop her wood. Once again, he must stay another night.

The following day, she requests that he go into a well and retrieve her blue light for her. He is in the process of doing so, but realizes he is being tricked and will be trapped in the well as soon as he gives it to her. He keeps the light for himself, not knowing what it is, but she leaves him in the well. He decides to smoke one last time and lights his pipe with the blue light. A dwarf comes to grant him whatever he wishes. He first asks to be led out of the well, then for the witch to be taken to jail and hanged.
To retaliate against the king, the soldier commands the dwarf to bring him the princess so she can act as his maid. When she wakes up, the princess tells her father of her strange ""dream"", which the king believes could have actually happened. He has the princess fill her pocket with peas and put a little hole in it so that if she actually is carried away they will be able to follow the path.
The dwarf, however, notices, and spreads peas all over the city so that the peas lead to everywhere and cannot pin it on the soldier. The next night, she plans on hiding her shoe in the home to which she is taken. The dwarf warns against this to the soldier, but he does not heed it. The next day, the princess's shoe is found in his quarters and he is taken to jail. He sends his friend to get the blue light and as his final request asks for a last smoke of his pipe. The dwarf appears and kills the henchmen; the soldier also demands the king's life, but spares him after he begs for mercy. The soldier marries the princess and takes the throne.","A soldier sent an old servant, an old witch, and a young soldier for a night in the forest. The soldier hides the garden, but the soldier is so tired that he wants to stay overnight. He picks the woods, but at night he has to pull the light from a well. The witch drags him down into the well, but she does not let the light fall down. He throws the witch in the well and lets her blow his whip. A black male asks what she wants to do for him. The black man tells the king that the black witch will kill him and that he will take the light and the gold. He is thrown into captivity. The king begs for a gift, and the black man demands that he smoke three more pipes. He burns the pipes and kills the black male. He then wants to have the king's daughter and the army as his wife, but he is not allowed to do anything else, because the king has to take the magical wand. The Black Man tells his father what happened to the black woman, and he tells her that she has brought him a shovel and a duck. He asks the queen for a punishment. The queen asks him to smoke the wand and the golden. He has to be punished and is sentenced to death.",hDE-EN,0.5079872204472843,0.2204472843450479,0.5877487,0.5484332,0.56741077,-3.502958536148072,0.5907084180073751,-0.15540394,117-10,0.8996744155241164,0.9655826687812804,0.4469846737172245,0.517081972300747,0.5053990892034932,11.5
2.5,1.5,2.0,1.5,117.0,10,5,"A soldier has been discharged from the king's service because of his wounds. The soldier leaves the castle and, as night falls, he requires somewhere to stay. Encountering the home of a witch, he asks her for lodging. The witch agrees on condition that he spade her garden the next day. This takes so long that he must stay another night, and in return she asks him to chop her wood. Once again, he must stay another night.

The following day, she requests that he go into a well and retrieve her blue light for her. He is in the process of doing so, but realizes he is being tricked and will be trapped in the well as soon as he gives it to her. He keeps the light for himself, not knowing what it is, but she leaves him in the well. He decides to smoke one last time and lights his pipe with the blue light. A dwarf comes to grant him whatever he wishes. He first asks to be led out of the well, then for the witch to be taken to jail and hanged.
To retaliate against the king, the soldier commands the dwarf to bring him the princess so she can act as his maid. When she wakes up, the princess tells her father of her strange ""dream"", which the king believes could have actually happened. He has the princess fill her pocket with peas and put a little hole in it so that if she actually is carried away they will be able to follow the path.
The dwarf, however, notices, and spreads peas all over the city so that the peas lead to everywhere and cannot pin it on the soldier. The next night, she plans on hiding her shoe in the home to which she is taken. The dwarf warns against this to the soldier, but he does not heed it. The next day, the princess's shoe is found in his quarters and he is taken to jail. He sends his friend to get the blue light and as his final request asks for a last smoke of his pipe. The dwarf appears and kills the henchmen; the soldier also demands the king's life, but spares him after he begs for mercy. The soldier marries the princess and takes the throne.","A soldier sent an old servant, an old witch, and a young soldier for a night in the forest. The soldier hides the garden, but the soldier is so tired that he wants to stay overnight. He picks the woods, but at night he has to pull the light from a well. The witch drags him down into the well, but she does not let the light fall down. He throws the witch in the well and lets her blow his whip. A black male asks what she wants to do for him. The black man tells the king that the black witch will kill him and that he will take the light and the gold. He is thrown into captivity. The king begs for a gift, and the black man demands that he smoke three more pipes. He burns the pipes and kills the black male. He then wants to have the king's daughter and the army as his wife, but he is not allowed to do anything else, because the king has to take the magical wand. The Black Man tells his father what happened to the black woman, and he tells her that she has brought him a shovel and a duck. He asks the queen for a punishment. The queen asks him to smoke the wand and the golden. He has to be punished and is sentenced to death.",hDE-EN,0.5079872204472843,0.2204472843450479,0.5877487,0.5484332,0.56741077,-3.502958536148072,0.5907084180073751,-0.15540394,117-10,0.8996744155241164,0.9655826687812804,0.4469846737172245,0.517081972300747,0.5053990892034932,7.5
2.0,3.0,2.5,3.0,156.0,2,2,"Three women are turned into field flowers, but one is allowed to be at home at night. She lets her husband redeem her by breaking them off in the morning. The narrator asks how her husband recognized her, since all three were quite alike. Answer: Since she was in the house at night and not in the field, the dew did not fall on her as it did on the other two.","Three women are transformed into flowers, but one of them stays at night. When the day approaches and they go out into the field and become a flower, they have to be redeemed and remain with you again. The question is how they recognized their husbands as identical and no difference. The answer is that since they stayed at night and were not in the field, the Thau did not fall in love with them, but with the other two, as she recognized the husbands. The Thau recognized them as the same and they remained with him until the end of the day. In the end, they fell in love and became the same as the rest of the women. They became the flowers of the field. The day came and they became the flower. The morning came and the morning stayed with them. The flower was the same. The man recognized her and she was the only one who recognized him as the one who had not fallen in love. The next day, the woman was the first woman to recognize the man. She was the second to recognize her husband as the man who had died. When she was in the house, the man did not recognize the woman. The woman was not aware of her husband's identity, and so the man took her to him.",hDE-EN,0.345514950166113,0.2126245847176079,0.5004115,0.6153102,0.5519446,-2.727661609649658,0.56962600762492,-0.09872398,156-2,0.1371770222890319,0.8935844898223877,0.4635972239127593,0.4978075911640698,0.4921058632888514,10.5
3.0,3.0,3.0,3.0,156.0,2,3,"Three women are turned into field flowers, but one is allowed to be at home at night. She lets her husband redeem her by breaking them off in the morning. The narrator asks how her husband recognized her, since all three were quite alike. Answer: Since she was in the house at night and not in the field, the dew did not fall on her as it did on the other two.","Three women are transformed into flowers, but one of them stays at night. When the day approaches and they go out into the field and become a flower, they have to be redeemed and remain with you again. The question is how they recognized their husbands as identical and no difference. The answer is that since they stayed at night and were not in the field, the Thau did not fall in love with them, but with the other two, as she recognized the husbands. The Thau recognized them as the same and they remained with him until the end of the day. In the end, they fell in love and became the same as the rest of the women. They became the flowers of the field. The day came and they became the flower. The morning came and the morning stayed with them. The flower was the same. The man recognized her and she was the only one who recognized him as the one who had not fallen in love. The next day, the woman was the first woman to recognize the man. She was the second to recognize her husband as the man who had died. When she was in the house, the man did not recognize the woman. The woman was not aware of her husband's identity, and so the man took her to him.",hDE-EN,0.345514950166113,0.2126245847176079,0.5004115,0.6153102,0.5519446,-2.727661609649658,0.56962600762492,-0.09872398,156-2,0.1371770222890319,0.8935844898223877,0.4635972239127593,0.4978075911640698,0.4921058632888514,12.0
2.5,3.0,1.5,3.0,156.0,2,1,"Three women are turned into field flowers, but one is allowed to be at home at night. She lets her husband redeem her by breaking them off in the morning. The narrator asks how her husband recognized her, since all three were quite alike. Answer: Since she was in the house at night and not in the field, the dew did not fall on her as it did on the other two.","Three women are transformed into flowers, but one of them stays at night. When the day approaches and they go out into the field and become a flower, they have to be redeemed and remain with you again. The question is how they recognized their husbands as identical and no difference. The answer is that since they stayed at night and were not in the field, the Thau did not fall in love with them, but with the other two, as she recognized the husbands. The Thau recognized them as the same and they remained with him until the end of the day. In the end, they fell in love and became the same as the rest of the women. They became the flowers of the field. The day came and they became the flower. The morning came and the morning stayed with them. The flower was the same. The man recognized her and she was the only one who recognized him as the one who had not fallen in love. The next day, the woman was the first woman to recognize the man. She was the second to recognize her husband as the man who had died. When she was in the house, the man did not recognize the woman. The woman was not aware of her husband's identity, and so the man took her to him.",hDE-EN,0.345514950166113,0.2126245847176079,0.5004115,0.6153102,0.5519446,-2.727661609649658,0.56962600762492,-0.09872398,156-2,0.1371770222890319,0.8935844898223877,0.4635972239127593,0.4978075911640698,0.4921058632888514,10.0
2.5,3.0,3.0,3.5,156.0,2,4,"Three women are turned into field flowers, but one is allowed to be at home at night. She lets her husband redeem her by breaking them off in the morning. The narrator asks how her husband recognized her, since all three were quite alike. Answer: Since she was in the house at night and not in the field, the dew did not fall on her as it did on the other two.","Three women are transformed into flowers, but one of them stays at night. When the day approaches and they go out into the field and become a flower, they have to be redeemed and remain with you again. The question is how they recognized their husbands as identical and no difference. The answer is that since they stayed at night and were not in the field, the Thau did not fall in love with them, but with the other two, as she recognized the husbands. The Thau recognized them as the same and they remained with him until the end of the day. In the end, they fell in love and became the same as the rest of the women. They became the flowers of the field. The day came and they became the flower. The morning came and the morning stayed with them. The flower was the same. The man recognized her and she was the only one who recognized him as the one who had not fallen in love. The next day, the woman was the first woman to recognize the man. She was the second to recognize her husband as the man who had died. When she was in the house, the man did not recognize the woman. The woman was not aware of her husband's identity, and so the man took her to him.",hDE-EN,0.345514950166113,0.2126245847176079,0.5004115,0.6153102,0.5519446,-2.727661609649658,0.56962600762492,-0.09872398,156-2,0.1371770222890319,0.8935844898223877,0.4635972239127593,0.4978075911640698,0.4921058632888514,12.0
4.0,2.5,4.0,3.5,156.0,2,5,"Three women are turned into field flowers, but one is allowed to be at home at night. She lets her husband redeem her by breaking them off in the morning. The narrator asks how her husband recognized her, since all three were quite alike. Answer: Since she was in the house at night and not in the field, the dew did not fall on her as it did on the other two.","Three women are transformed into flowers, but one of them stays at night. When the day approaches and they go out into the field and become a flower, they have to be redeemed and remain with you again. The question is how they recognized their husbands as identical and no difference. The answer is that since they stayed at night and were not in the field, the Thau did not fall in love with them, but with the other two, as she recognized the husbands. The Thau recognized them as the same and they remained with him until the end of the day. In the end, they fell in love and became the same as the rest of the women. They became the flowers of the field. The day came and they became the flower. The morning came and the morning stayed with them. The flower was the same. The man recognized her and she was the only one who recognized him as the one who had not fallen in love. The next day, the woman was the first woman to recognize the man. She was the second to recognize her husband as the man who had died. When she was in the house, the man did not recognize the woman. The woman was not aware of her husband's identity, and so the man took her to him.",hDE-EN,0.345514950166113,0.2126245847176079,0.5004115,0.6153102,0.5519446,-2.727661609649658,0.56962600762492,-0.09872398,156-2,0.1371770222890319,0.8935844898223877,0.4635972239127593,0.4978075911640698,0.4921058632888514,14.0
2.5,3.0,2.5,2.5,39.0,2,2,"A miller wishes to marry his daughter off, and so when a rich suitor appears, he betroths her to him. One day the suitor complains that the daughter never visits him. He tells her that he lives in the forest and overrides her reluctance to visit by telling her he will leave a trail of ashes so she could find his home. She fills her pockets with peas and lentils and marks the trail with them as she follows the ashes.
They lead her to a dark and silent house. A bird in a cage calls out ""Turn back, turn back, thou bonnie bride, Nor in this house of death abide."" An old woman in a cellar kitchen tells her that the people there will kill and eat her unless the old woman protects her and hides her behind a cask. A band of robbers arrives with a young woman whom they kill and prepare to eat. When one chops off a finger to get at the golden ring on it, the finger and ring fly through the air and land in the lap of the hiding woman. The old woman discourages the group from searching for it, because ""neither the finger nor the ring are likely to run away: they will find it in the morning.""
The old woman then drugs the robbers' wine. As soon as they fall asleep, the two living women flee. Although wind has blown away the ashes that guided the miller's daughter to the house, the peas and lentils have sprung up into seedlings and the two follow the path of plants and reach the young woman's home.
When the wedding day arrives and the guests are telling stories, the bridegroom urges the young woman to tell a story. She says she will tell of a dream she had and tells the story of going to the murderers' den, in between each sentence saying, ""This was only a dream, my love!"" When she tells the part of the finger falling into her lap she produces the finger. The robber bridegroom and all his band are subsequently put to death.","A princess promises to visit a princess in her castle, but she is afraid of losing her way. The princess tries to help her by binding a rope to every tree. She goes through a long forest and comes across a house where everything is still. An old woman jumps out of the window and asks if the princess is here. One answers, ""Yes,"" and the other says ""no,"" because they want to kill you, cook and eat. When the prince comes home with his spit from the deer, she tells him to go downstairs and hide behind the great forest. The deer drags an old woman into the cellar, where she sees her grandmother, who has no idea what is going on. The spits take away all the fingers, but the ring of the gold finger, which does not want to fall down, pulls off the finger, and the finger falls into the girl's lap. After a long time, the woman asks for water, cooks and eats, and everyone gets paid for their fingers. The bride goes to sleep with her spit. The old woman tells the bride to go through the forest to the throne. She is frightened that someone will wake her up, but when she is back in the woods, the moon shines so brightly that she can see everything. She tells her father what happened to her, and he orders her to go back to the castle.",hDE-EN,0.4566666666666666,0.2133333333333333,0.5746124,0.54256773,0.5581305,-3.7429563999176025,0.574637023667847,-0.33508426,39-2,0.3291017668352748,0.9700600504875184,0.3707682399219782,0.4839704922575427,0.4651034502016152,10.5
2.0,3.0,3.0,2.0,39.0,2,3,"A miller wishes to marry his daughter off, and so when a rich suitor appears, he betroths her to him. One day the suitor complains that the daughter never visits him. He tells her that he lives in the forest and overrides her reluctance to visit by telling her he will leave a trail of ashes so she could find his home. She fills her pockets with peas and lentils and marks the trail with them as she follows the ashes.
They lead her to a dark and silent house. A bird in a cage calls out ""Turn back, turn back, thou bonnie bride, Nor in this house of death abide."" An old woman in a cellar kitchen tells her that the people there will kill and eat her unless the old woman protects her and hides her behind a cask. A band of robbers arrives with a young woman whom they kill and prepare to eat. When one chops off a finger to get at the golden ring on it, the finger and ring fly through the air and land in the lap of the hiding woman. The old woman discourages the group from searching for it, because ""neither the finger nor the ring are likely to run away: they will find it in the morning.""
The old woman then drugs the robbers' wine. As soon as they fall asleep, the two living women flee. Although wind has blown away the ashes that guided the miller's daughter to the house, the peas and lentils have sprung up into seedlings and the two follow the path of plants and reach the young woman's home.
When the wedding day arrives and the guests are telling stories, the bridegroom urges the young woman to tell a story. She says she will tell of a dream she had and tells the story of going to the murderers' den, in between each sentence saying, ""This was only a dream, my love!"" When she tells the part of the finger falling into her lap she produces the finger. The robber bridegroom and all his band are subsequently put to death.","A princess promises to visit a princess in her castle, but she is afraid of losing her way. The princess tries to help her by binding a rope to every tree. She goes through a long forest and comes across a house where everything is still. An old woman jumps out of the window and asks if the princess is here. One answers, ""Yes,"" and the other says ""no,"" because they want to kill you, cook and eat. When the prince comes home with his spit from the deer, she tells him to go downstairs and hide behind the great forest. The deer drags an old woman into the cellar, where she sees her grandmother, who has no idea what is going on. The spits take away all the fingers, but the ring of the gold finger, which does not want to fall down, pulls off the finger, and the finger falls into the girl's lap. After a long time, the woman asks for water, cooks and eats, and everyone gets paid for their fingers. The bride goes to sleep with her spit. The old woman tells the bride to go through the forest to the throne. She is frightened that someone will wake her up, but when she is back in the woods, the moon shines so brightly that she can see everything. She tells her father what happened to her, and he orders her to go back to the castle.",hDE-EN,0.4566666666666666,0.2133333333333333,0.5746124,0.54256773,0.5581305,-3.7429563999176025,0.574637023667847,-0.33508426,39-2,0.3291017668352748,0.9700600504875184,0.3707682399219782,0.4839704922575427,0.4651034502016152,10.0
3.0,3.5,2.0,3.5,39.0,2,1,"A miller wishes to marry his daughter off, and so when a rich suitor appears, he betroths her to him. One day the suitor complains that the daughter never visits him. He tells her that he lives in the forest and overrides her reluctance to visit by telling her he will leave a trail of ashes so she could find his home. She fills her pockets with peas and lentils and marks the trail with them as she follows the ashes.
They lead her to a dark and silent house. A bird in a cage calls out ""Turn back, turn back, thou bonnie bride, Nor in this house of death abide."" An old woman in a cellar kitchen tells her that the people there will kill and eat her unless the old woman protects her and hides her behind a cask. A band of robbers arrives with a young woman whom they kill and prepare to eat. When one chops off a finger to get at the golden ring on it, the finger and ring fly through the air and land in the lap of the hiding woman. The old woman discourages the group from searching for it, because ""neither the finger nor the ring are likely to run away: they will find it in the morning.""
The old woman then drugs the robbers' wine. As soon as they fall asleep, the two living women flee. Although wind has blown away the ashes that guided the miller's daughter to the house, the peas and lentils have sprung up into seedlings and the two follow the path of plants and reach the young woman's home.
When the wedding day arrives and the guests are telling stories, the bridegroom urges the young woman to tell a story. She says she will tell of a dream she had and tells the story of going to the murderers' den, in between each sentence saying, ""This was only a dream, my love!"" When she tells the part of the finger falling into her lap she produces the finger. The robber bridegroom and all his band are subsequently put to death.","A princess promises to visit a princess in her castle, but she is afraid of losing her way. The princess tries to help her by binding a rope to every tree. She goes through a long forest and comes across a house where everything is still. An old woman jumps out of the window and asks if the princess is here. One answers, ""Yes,"" and the other says ""no,"" because they want to kill you, cook and eat. When the prince comes home with his spit from the deer, she tells him to go downstairs and hide behind the great forest. The deer drags an old woman into the cellar, where she sees her grandmother, who has no idea what is going on. The spits take away all the fingers, but the ring of the gold finger, which does not want to fall down, pulls off the finger, and the finger falls into the girl's lap. After a long time, the woman asks for water, cooks and eats, and everyone gets paid for their fingers. The bride goes to sleep with her spit. The old woman tells the bride to go through the forest to the throne. She is frightened that someone will wake her up, but when she is back in the woods, the moon shines so brightly that she can see everything. She tells her father what happened to her, and he orders her to go back to the castle.",hDE-EN,0.4566666666666666,0.2133333333333333,0.5746124,0.54256773,0.5581305,-3.7429563999176025,0.574637023667847,-0.33508426,39-2,0.3291017668352748,0.9700600504875184,0.3707682399219782,0.4839704922575427,0.4651034502016152,12.0
3.0,3.0,3.0,1.5,39.0,2,5,"A miller wishes to marry his daughter off, and so when a rich suitor appears, he betroths her to him. One day the suitor complains that the daughter never visits him. He tells her that he lives in the forest and overrides her reluctance to visit by telling her he will leave a trail of ashes so she could find his home. She fills her pockets with peas and lentils and marks the trail with them as she follows the ashes.
They lead her to a dark and silent house. A bird in a cage calls out ""Turn back, turn back, thou bonnie bride, Nor in this house of death abide."" An old woman in a cellar kitchen tells her that the people there will kill and eat her unless the old woman protects her and hides her behind a cask. A band of robbers arrives with a young woman whom they kill and prepare to eat. When one chops off a finger to get at the golden ring on it, the finger and ring fly through the air and land in the lap of the hiding woman. The old woman discourages the group from searching for it, because ""neither the finger nor the ring are likely to run away: they will find it in the morning.""
The old woman then drugs the robbers' wine. As soon as they fall asleep, the two living women flee. Although wind has blown away the ashes that guided the miller's daughter to the house, the peas and lentils have sprung up into seedlings and the two follow the path of plants and reach the young woman's home.
When the wedding day arrives and the guests are telling stories, the bridegroom urges the young woman to tell a story. She says she will tell of a dream she had and tells the story of going to the murderers' den, in between each sentence saying, ""This was only a dream, my love!"" When she tells the part of the finger falling into her lap she produces the finger. The robber bridegroom and all his band are subsequently put to death.","A princess promises to visit a princess in her castle, but she is afraid of losing her way. The princess tries to help her by binding a rope to every tree. She goes through a long forest and comes across a house where everything is still. An old woman jumps out of the window and asks if the princess is here. One answers, ""Yes,"" and the other says ""no,"" because they want to kill you, cook and eat. When the prince comes home with his spit from the deer, she tells him to go downstairs and hide behind the great forest. The deer drags an old woman into the cellar, where she sees her grandmother, who has no idea what is going on. The spits take away all the fingers, but the ring of the gold finger, which does not want to fall down, pulls off the finger, and the finger falls into the girl's lap. After a long time, the woman asks for water, cooks and eats, and everyone gets paid for their fingers. The bride goes to sleep with her spit. The old woman tells the bride to go through the forest to the throne. She is frightened that someone will wake her up, but when she is back in the woods, the moon shines so brightly that she can see everything. She tells her father what happened to her, and he orders her to go back to the castle.",hDE-EN,0.4566666666666666,0.2133333333333333,0.5746124,0.54256773,0.5581305,-3.7429563999176025,0.574637023667847,-0.33508426,39-2,0.3291017668352748,0.9700600504875184,0.3707682399219782,0.4839704922575427,0.4651034502016152,10.5
3.0,1.5,2.0,2.5,103.0,2,2,"Bear and wolf are walking in the forest. The bear wants to know which bird sings so beautifully. When he hears that it is the king of the birds (the wren), he wants to see the palace. He looks into the nest after the parents have flown away. He thinks it is a poor palace and the children are dishonest. This offends them. Their father has to declare war on the bear, flying animals against quadrupeds. The mosquito spies that the sly general fox holds up his tail like a plume of feathers as long as it goes ahead, but low when it means running away. In battle, the wren lets the hornet sting the fox under the tail until he has to lower it and the entourage flees. The wren children are not satisfied until the bear comes and makes amends, then they eat again.","The bird sings beautifully in the forest. The wolf wants to eat the bird's sons and tells them they are true children. The princess and the boy are frightened, and the princess wants to warn the birds that they are real children. They go to the hole in the hole and tell the boy to go out and tell him they are truthful children, otherwise they will break their ribs. The boy sees five or six children in the nest. The birds are angry and laugh. They eat and drink until they are dead. The king's wife and the wolf come to the king and his wife. They have to wait until the king comes and tell her they are righteous children. When the king is at war, the boy asks for food, but the king refuses and the girl refuses. He tells the boy that he is the king of birds and that he must wait until he has eaten and told his sons. Then the boy tells his wife and his daughter that he should go out to the nest and tell their sons, or he will break his ribs if they don't eat. They sit down in their holes and laugh and laugh until the boy is dead. Then they eat and laugh again.",hDE-EN,0.3825136612021858,0.2185792349726776,0.51756275,0.5353755,0.52631843,-3.936256885528565,0.5671683207750585,-0.22486085,103-2,1.4109125136153342,0.9457473754882812,0.4023729838447727,0.4436840620183646,0.4367988823227659,9.0
2.0,1.0,2.0,2.0,103.0,2,3,"Bear and wolf are walking in the forest. The bear wants to know which bird sings so beautifully. When he hears that it is the king of the birds (the wren), he wants to see the palace. He looks into the nest after the parents have flown away. He thinks it is a poor palace and the children are dishonest. This offends them. Their father has to declare war on the bear, flying animals against quadrupeds. The mosquito spies that the sly general fox holds up his tail like a plume of feathers as long as it goes ahead, but low when it means running away. In battle, the wren lets the hornet sting the fox under the tail until he has to lower it and the entourage flees. The wren children are not satisfied until the bear comes and makes amends, then they eat again.","The bird sings beautifully in the forest. The wolf wants to eat the bird's sons and tells them they are true children. The princess and the boy are frightened, and the princess wants to warn the birds that they are real children. They go to the hole in the hole and tell the boy to go out and tell him they are truthful children, otherwise they will break their ribs. The boy sees five or six children in the nest. The birds are angry and laugh. They eat and drink until they are dead. The king's wife and the wolf come to the king and his wife. They have to wait until the king comes and tell her they are righteous children. When the king is at war, the boy asks for food, but the king refuses and the girl refuses. He tells the boy that he is the king of birds and that he must wait until he has eaten and told his sons. Then the boy tells his wife and his daughter that he should go out to the nest and tell their sons, or he will break his ribs if they don't eat. They sit down in their holes and laugh and laugh until the boy is dead. Then they eat and laugh again.",hDE-EN,0.3825136612021858,0.2185792349726776,0.51756275,0.5353755,0.52631843,-3.936256885528565,0.5671683207750585,-0.22486085,103-2,1.4109125136153342,0.9457473754882812,0.4023729838447727,0.4436840620183646,0.4367988823227659,7.0
3.5,1.5,2.5,2.0,103.0,2,1,"Bear and wolf are walking in the forest. The bear wants to know which bird sings so beautifully. When he hears that it is the king of the birds (the wren), he wants to see the palace. He looks into the nest after the parents have flown away. He thinks it is a poor palace and the children are dishonest. This offends them. Their father has to declare war on the bear, flying animals against quadrupeds. The mosquito spies that the sly general fox holds up his tail like a plume of feathers as long as it goes ahead, but low when it means running away. In battle, the wren lets the hornet sting the fox under the tail until he has to lower it and the entourage flees. The wren children are not satisfied until the bear comes and makes amends, then they eat again.","The bird sings beautifully in the forest. The wolf wants to eat the bird's sons and tells them they are true children. The princess and the boy are frightened, and the princess wants to warn the birds that they are real children. They go to the hole in the hole and tell the boy to go out and tell him they are truthful children, otherwise they will break their ribs. The boy sees five or six children in the nest. The birds are angry and laugh. They eat and drink until they are dead. The king's wife and the wolf come to the king and his wife. They have to wait until the king comes and tell her they are righteous children. When the king is at war, the boy asks for food, but the king refuses and the girl refuses. He tells the boy that he is the king of birds and that he must wait until he has eaten and told his sons. Then the boy tells his wife and his daughter that he should go out to the nest and tell their sons, or he will break his ribs if they don't eat. They sit down in their holes and laugh and laugh until the boy is dead. Then they eat and laugh again.",hDE-EN,0.3825136612021858,0.2185792349726776,0.51756275,0.5353755,0.52631843,-3.936256885528565,0.5671683207750585,-0.22486085,103-2,1.4109125136153342,0.9457473754882812,0.4023729838447727,0.4436840620183646,0.4367988823227659,9.5
2.0,1.5,2.5,1.5,103.0,2,5,"Bear and wolf are walking in the forest. The bear wants to know which bird sings so beautifully. When he hears that it is the king of the birds (the wren), he wants to see the palace. He looks into the nest after the parents have flown away. He thinks it is a poor palace and the children are dishonest. This offends them. Their father has to declare war on the bear, flying animals against quadrupeds. The mosquito spies that the sly general fox holds up his tail like a plume of feathers as long as it goes ahead, but low when it means running away. In battle, the wren lets the hornet sting the fox under the tail until he has to lower it and the entourage flees. The wren children are not satisfied until the bear comes and makes amends, then they eat again.","The bird sings beautifully in the forest. The wolf wants to eat the bird's sons and tells them they are true children. The princess and the boy are frightened, and the princess wants to warn the birds that they are real children. They go to the hole in the hole and tell the boy to go out and tell him they are truthful children, otherwise they will break their ribs. The boy sees five or six children in the nest. The birds are angry and laugh. They eat and drink until they are dead. The king's wife and the wolf come to the king and his wife. They have to wait until the king comes and tell her they are righteous children. When the king is at war, the boy asks for food, but the king refuses and the girl refuses. He tells the boy that he is the king of birds and that he must wait until he has eaten and told his sons. Then the boy tells his wife and his daughter that he should go out to the nest and tell their sons, or he will break his ribs if they don't eat. They sit down in their holes and laugh and laugh until the boy is dead. Then they eat and laugh again.",hDE-EN,0.3825136612021858,0.2185792349726776,0.51756275,0.5353755,0.52631843,-3.936256885528565,0.5671683207750585,-0.22486085,103-2,1.4109125136153342,0.9457473754882812,0.4023729838447727,0.4436840620183646,0.4367988823227659,7.5
1.5,2.0,3.0,2.0,250.0,2,2,"There once was a prince who decided to go on a journey with his servant.  In a dark forest, they came to a small house, where a maiden warned them that her stepmother was a witch who disliked strangers, but unfortunately there was nowhere else for shelter.  The prince and his servant reluctantly entered the witch's house, but before they went to bed, the maiden warned the prince and his servant not to eat or drink anything the witch gave them because it might be poisonous. The next morning, the witch gave the prince's servant a poisonous drink, telling him to give it to his master, but the servant ended up spilling it on the prince's horse, killing it.
When he told the prince what had happened and they came to the dead horse, a raven was already eating the corpse. Deciding they may not find better food that day, the servant killed the bird and took it with him. Next, they reached an inn and the servant gave the innkeeper the raven to make food of it. Unknown to the prince and his servant, the inn was really a robbers' den. The robbers returned, and, before killing the travellers, sat down to eat. Immediately after eating a few bites of the raven soup the innkeeper had prepared, the robbers fell down dead from the poison that the raven had in its body. The innkeeper's daughter then showed the prince and his servant the robbers' hidden treasure, but the prince insisted that the daughter keep it.
Continuing on, the prince and his servant next came to a town where a princess would marry any man who asked her a riddle that she could not solve. If she could solve it, the man's head would be cut off. The prince asked the princess, ""What slew none, and yet slew twelve?"" The princess could not solve the riddle, so she sent her maid to see if the prince revealed the riddle while talking in his sleep. The prince was prepared, however, because that night he had his servant sleep in his bed. When the maid came in, the servant ripped off her robe and chased her out.  Next, the princess sent her chambermaid to spy on the prince while he was asleep, but the prince's servant also ripped off her robe and chased her out. On the third night, the prince slept in his own bed, and the princess herself came in. The prince pretended to be asleep and the princess asked him the answer to the riddle. After the prince revealed the answer, the princess departed, but left her robe behind.
The next morning, the princess announced the answer of the riddle: ""A raven ate from a dead, poisoned horse, and died from it. Then, twelve robbers ate the raven and died from that."" The prince declared that the princess had not solved the riddle herself, but rather questioned him in his sleep. The town judges asked for proof, and the prince showed them the three robes. The judges ordered the princess's robe to be embroidered with gold and silver, for it was to be her wedding robe.","A proud queen daughter wants to marry someone who can tell her a riddle, but who would die if she did not. When she has had nine of them executed, a merchant's son comes to her and helps her. Four eyes, he thinks more than two, they want to beat each other, and she is half won. Her father and mother are in mourning because they believe that her child is to die there. They want her to be buried with them, but the merchant wants to be his wife. He wants to drink with her, but she gives him the glass to drink, but he gives the horse the spores and the wine to sprinkle on the horse's ears. When they have finished, the horse collapses. The servant asks for proof, the servant shows them the three clothes, and the judge recognizes the gray dress. On the morning of the wedding, twelve of them jump into a forest and the servant tells them that if they hadn't seen them at night, they wouldn't have known. They give them three broths, and then the king's daughter is given to him as a wedding gown. In the evening, the princess is given a wedding dress.",hDE-EN,0.3364737550471063,0.1480484522207268,0.54212,0.5070799,0.52401483,-3.30033278465271,0.5583708899437897,-0.01890245,250-2,0.6224229475665004,0.9614956378936768,0.4845086275972131,0.4607285743500933,0.4646919165579465,8.5
